# ell,Dl_TT,Dl_EE,Dl_TE
4.660000000000000000e+02,2.109812660441765274e+03,1.344905940722853721e+01,-7.437315989054307863e+01
4.670000000000000000e+02,2.120673931590491520e+03,1.327365077103837265e+01,-7.443083931361562122e+01
4.680000000000000000e+02,2.131540039867878022e+03,1.309867324096249064e+01,-7.445451449363567065e+01
4.690000000000000000e+02,2.142411148401376522e+03,1.292419875135462526e+01,-7.444419449461571503e+01
4.700000000000000000e+02,2.153272568785440853e+03,1.275029918303023990e+01,-7.439988796969133489e+01
4.710000000000000000e+02,2.164109612264468524e+03,1.257712062035496992e+01,-7.432086059072409512e+01
4.720000000000000000e+02,2.174922440929733511e+03,1.240480909587532921e+01,-7.420860529052781374e+01
4.730000000000000000e+02,2.185696365180073371e+03,1.223336207874147341e+01,-7.406164431772661771e+01
4.740000000000000000e+02,2.196431546195987266e+03,1.206285124442129053e+01,-7.388221229175408666e+01
4.750000000000000000e+02,2.207120719051647939e+03,1.189349673195551560e+01,-7.366883057050300465e+01
4.760000000000000000e+02,2.217764043964247776e+03,1.172537012000317702e+01,-7.342224774313507396e+01
4.770000000000000000e+02,2.228346829429957324e+03,1.155846868417659046e+01,-7.314321193556135370e+01
4.780000000000000000e+02,2.238876660370696754e+03,1.139301242316565776e+01,-7.283172824110329202e+01
4.790000000000000000e+02,2.249353695665800387e+03,1.122907277865020248e+01,-7.248884086384528302e+01
4.800000000000000000e+02,2.259755816942587899e+03,1.106679540525013294e+01,-7.211395988718973626e+01
4.810000000000000000e+02,2.270098033624751679e+03,1.090610314676223247e+01,-7.170783151762515217e+01
4.820000000000000000e+02,2.280350801112424506e+03,1.074729008743307546e+01,-7.127075592871885590e+01
4.830000000000000000e+02,2.290521702717709104e+03,1.059035324701704006e+01,-7.080310704909507535e+01
4.840000000000000000e+02,2.300596044729429650e+03,1.043543811961861678e+01,-7.030525830065954551e+01
4.850000000000000000e+02,2.310559133355787708e+03,1.028261590631815103e+01,-6.977750833708195444e+01
4.860000000000000000e+02,2.320418551668624332e+03,1.013195777283017485e+01,-6.922030380754630130e+01
4.870000000000000000e+02,2.330159605922944138e+03,9.983534850943259542e+00,-6.863394232703099362e+01
4.880000000000000000e+02,2.339775028125363406e+03,9.837566752490571886e+00,-6.801894375312781449e+01
4.890000000000000000e+02,2.349272401725157579e+03,9.693976033350176991e+00,-6.737582741316087720e+01
4.900000000000000000e+02,2.358637033551599870e+03,9.552982244974193904e+00,-6.670503784411499737e+01
4.910000000000000000e+02,2.367869081996317618e+03,9.414656398445808705e+00,-6.600716755788243972e+01
4.920000000000000000e+02,2.376968705814433179e+03,9.278995222313007218e+00,-6.528258575683751985e+01
4.930000000000000000e+02,2.385936064168321536e+03,9.146143932948522348e+00,-6.453195812474707793e+01
4.940000000000000000e+02,2.394763891037862777e+03,9.016247723684632120e+00,-6.375557851802472697e+01
4.950000000000000000e+02,2.403444920871163504e+03,8.889377510222111312e+00,-6.295418578233607576e+01
4.960000000000000000e+02,2.411979314224786322e+03,8.765529932312171368e+00,-6.212814693206161820e+01
4.970000000000000000e+02,2.420352380892639303e+03,8.644850124210810449e+00,-6.127805119887299412e+01
4.980000000000000000e+02,2.428564282397753232e+03,8.527408947654263827e+00,-6.040448726192828133e+01
4.990000000000000000e+02,2.436607755096302299e+03,8.413277249854980155e+00,-5.950796899094026315e+01
5.000000000000000000e+02,2.444475535768327063e+03,8.302600121516981346e+00,-5.858893544587202484e+01
5.010000000000000000e+02,2.452160363957382287e+03,8.195374093892059619e+00,-5.764804799356731735e+01
5.020000000000000000e+02,2.459662414696455471e+03,8.091744057647840549e+00,-5.668596781412286845e+01
5.030000000000000000e+02,2.466974440018797850e+03,7.991706347620102235e+00,-5.570320711456592733e+01
5.040000000000000000e+02,2.474096617729790069e+03,7.895480061875313815e+00,-5.470064883227594521e+01
5.050000000000000000e+02,2.481036551302282533e+03,7.802987269810581772e+00,-5.367887833034551903e+01
5.060000000000000000e+02,2.487779567257951840e+03,7.714372807768000051e+00,-5.263855468082527267e+01
5.070000000000000000e+02,2.494333268784997472e+03,7.629722107162518085e+00,-5.158033641085080490e+01
5.080000000000000000e+02,2.500690407467638579e+03,7.549105750122745206e+00,-5.050495576164973244e+01
5.090000000000000000e+02,2.506843734377943292e+03,7.472579471393756556e+00,-4.941307017917555555e+01
5.100000000000000000e+02,2.512808276780707729e+03,7.400206437126193748e+00,-4.830541083011504355e+01
5.110000000000000000e+02,2.518561932952137795e+03,7.332042395550849356e+00,-4.718255983701457268e+01
5.120000000000000000e+02,2.524119728238230891e+03,7.268143104538029142e+00,-4.604524730752055461e+01
5.130000000000000000e+02,2.529466984228844467e+03,7.208579184790946393e+00,-4.489420282647864013e+01
5.140000000000000000e+02,2.534603872298504029e+03,7.153406419297335006e+00,-4.373000694838553670e+01
5.150000000000000000e+02,2.539530562140108486e+03,7.102673180913703810e+00,-4.255338822768690221e+01
5.160000000000000000e+02,2.544247221542724219e+03,7.056442711206307727e+00,-4.136514896816456854e+01
5.170000000000000000e+02,2.548746590539756198e+03,7.014755994298119468e+00,-4.016586820390554635e+01
5.180000000000000000e+02,2.553021406803794889e+03,6.977676312596016395e+00,-3.895634724309527996e+01
5.190000000000000000e+02,2.557079256664496370e+03,6.945244695022736003e+00,-3.773731264962707144e+01
5.200000000000000000e+02,2.560905446750870396e+03,6.917509621502282435e+00,-3.650941625001954094e+01
5.210000000000000000e+02,2.564507557509358776e+03,6.894527024948529537e+00,-3.527345790938369419e+01
5.220000000000000000e+02,2.567878314849105664e+03,6.876338016380816320e+00,-3.403008851393098411e+01
5.230000000000000000e+02,2.571010441165785778e+03,6.862983738165866932e+00,-3.278003274751394258e+01
5.240000000000000000e+02,2.573918931995361618e+03,6.854490514760433584e+00,-3.152408909969040707e+01
5.250000000000000000e+02,2.576589076424087125e+03,6.850892131578354416e+00,-3.026290710530298611e+01
5.260000000000000000e+02,2.579035861881049186e+03,6.852214985731578167e+00,-2.899721012181502644e+01
5.270000000000000000e+02,2.581251994564468077e+03,6.858492939268725941e+00,-2.772772108189460738e+01
5.280000000000000000e+02,2.583237601752935461e+03,6.869759895535983318e+00,-2.645523675873829816e+01
5.290000000000000000e+02,2.584992806002665020e+03,6.886034949908711233e+00,-2.518033075037645574e+01
5.300000000000000000e+02,2.586525150606785246e+03,6.907337243018062622e+00,-2.390394753920224247e+01
5.310000000000000000e+02,2.587819896942575724e+03,6.933700813971564791e+00,-2.262673419546659659e+01
5.320000000000000000e+02,2.588892003707488584e+03,6.965130048566684273e+00,-2.134963443723195553e+01
5.330000000000000000e+02,2.589734147419657802e+03,7.001644234996068583e+00,-2.007322033427745467e+01
5.340000000000000000e+02,2.590338999183511987e+03,7.043262714543624625e+00,-1.879843488094914505e+01
5.350000000000000000e+02,2.590721501470990461e+03,7.090012309144952951e+00,-1.752592370044872538e+01
5.360000000000000000e+02,2.590866888668722368e+03,7.141897620811322511e+00,-1.625662910555484331e+01
5.370000000000000000e+02,2.590790092016444305e+03,7.198923310415728416e+00,-1.499112180327138688e+01
5.380000000000000000e+02,2.590483760186778454e+03,7.261101525214801455e+00,-1.373019495589752381e+01
5.390000000000000000e+02,2.589955387381373384e+03,7.328422198230378548e+00,-1.247464142351467586e+01
5.400000000000000000e+02,2.589190185193317120e+03,7.400890178239261097e+00,-1.122510526288599131e+01
5.410000000000000000e+02,2.588210487610562723e+03,7.478517805995159584e+00,-9.982304507764229839e+00
5.420000000000000000e+02,2.587008920410031806e+03,7.561295213556044281e+00,-8.747031180604331269e+00
5.430000000000000000e+02,2.585578103691917022e+03,7.649220028590751674e+00,-7.519950812552269603e+00
5.440000000000000000e+02,2.583932928803612867e+03,7.742289950538383536e+00,-6.301773244832260978e+00
5.450000000000000000e+02,2.582073430277573152e+03,7.840473049869079780e+00,-5.093156107779466701e+00
5.460000000000000000e+02,2.579992211532336114e+03,7.943774600444714729e+00,-3.894764238140682622e+00
5.470000000000000000e+02,2.577696721835814515e+03,8.052162824977957101e+00,-2.707277117141000389e+00
5.480000000000000000e+02,2.575186979529902146e+03,8.165561471088349066e+00,-1.531344329314152430e+00
5.490000000000000000e+02,2.572462997765362161e+03,8.284117135453877623e+00,-3.676546335323535586e-01
5.500000000000000000e+02,2.569524784620881292e+03,8.407605215431470214e+00,7.831345675785502669e-01
5.510000000000000000e+02,2.566387193305160963e+03,8.536172468399596980e+00,1.920330921927098755e+00
5.520000000000000000e+02,2.563035365015871321e+03,8.669668692825670320e+00,3.043245856660575566e+00
5.530000000000000000e+02,2.559484137603979434e+03,8.808092281521057387e+00,4.151189238405962989e+00
5.540000000000000000e+02,2.555740918767421135e+03,8.951441715368279262e+00,5.243485900930290100e+00
5.550000000000000000e+02,2.551798260572787058e+03,9.099641308514026861e+00,6.319438503510465210e+00
5.560000000000000000e+02,2.547656136478709413e+03,9.252689722272551265e+00,7.378357219802461842e+00
5.570000000000000000e+02,2.543336792734670325e+03,9.410511453987474795e+00,8.419626554711802768e+00
5.580000000000000000e+02,2.538825343528943449e+03,9.573105350851148998e+00,9.442527115517485470e+00
5.590000000000000000e+02,2.534129176134452337e+03,9.740396098679859449e+00,1.044656975100158469e+01
5.600000000000000000e+02,2.529248248551328743e+03,9.912382735643578968e+00,1.143111683046219618e+01
5.610000000000000000e+02,2.524197366520027117e+03,1.008891588469903233e+01,1.239553074198766147e+01
5.620000000000000000e+02,2.518961629903895300e+03,1.027006903597487764e+01,1.333939664687022741e+01
5.630000000000000000e+02,2.513555837815181803e+03,1.045569301035753718e+01,1.426192841516286336e+01
5.640000000000000000e+02,2.507987360608527524e+03,1.064578724177689395e+01,1.516263691738314279e+01
5.650000000000000000e+02,2.502241288741070548e+03,1.084027700944012196e+01,1.604103298486880291e+01
5.660000000000000000e+02,2.496332412248399123e+03,1.103916195126341471e+01,1.689662739503963707e+01
5.670000000000000000e+02,2.490268092710663495e+03,1.124221903974976833e+01,1.772878234407129128e+01
5.680000000000000000e+02,2.484040837708279923e+03,1.144952237656241323e+01,1.853708271323663936e+01
5.690000000000000000e+02,2.477658003391751663e+03,1.166099765579273928e+01,1.932103902892114178e+01
5.700000000000000000e+02,2.471119517665256353e+03,1.187649642092182845e+01,2.008016170381888088e+01
5.710000000000000000e+02,2.464432731483746466e+03,1.209601883422514845e+01,2.081388676556668571e+01
5.720000000000000000e+02,2.457604993263441884e+03,1.231941665236925765e+01,2.152194712282403799e+01
5.730000000000000000e+02,2.450636223280693230e+03,1.254669025195017085e+01,2.220377850005700182e+01
5.740000000000000000e+02,2.443526339309326886e+03,1.277776586122254621e+01,2.285911347228503843e+01
5.750000000000000000e+02,2.436297533496674532e+03,1.301249556051952538e+01,2.348761016854975381e+01
5.760000000000000000e+02,2.428934867353626942e+03,1.325088005136236191e+01,2.408885225661524032e+01
5.770000000000000000e+02,2.421460527984137116e+03,1.349277163175974259e+01,2.466242318391017108e+01
5.780000000000000000e+02,2.413866997429727689e+03,1.373809696519622747e+01,2.520790616222186387e+01
5.790000000000000000e+02,2.406161606379618661e+03,1.398685708080983403e+01,2.572510692115333342e+01
5.800000000000000000e+02,2.398351682872237689e+03,1.423883034850829787e+01,2.621360815535424749e+01
5.810000000000000000e+02,2.390444552238907818e+03,1.449401801652389743e+01,2.667299227803745865e+01
5.820000000000000000e+02,2.382440111415630327e+03,1.475227293015691288e+01,2.710291566204242031e+01
5.830000000000000000e+02,2.374338254498919014e+03,1.501352230045741365e+01,2.750310862470776385e+01
5.840000000000000000e+02,2.366153723921737765e+03,1.527776770409572471e+01,2.787315264406489845e+01
5.850000000000000000e+02,2.357886407875611894e+03,1.554471380192140018e+01,2.821277736886476006e+01
5.860000000000000000e+02,2.349536191480056459e+03,1.581443664496082135e+01,2.852163783495007365e+01
5.870000000000000000e+02,2.341110382325491628e+03,1.608678962410368030e+01,2.879961147548570821e+01
5.880000000000000000e+02,2.332623710390821998e+03,1.636162623847863529e+01,2.904642682505884110e+01
5.890000000000000000e+02,2.324061199836900869e+03,1.663887435126810743e+01,2.926188627391188390e+01
5.900000000000000000e+02,2.315444999552080390e+03,1.691846193296284540e+01,2.944571754106988237e+01
5.910000000000000000e+02,2.306774978076050047e+03,1.720024280455611532e+01,2.959779642887458095e+01
5.920000000000000000e+02,2.298051000403148919e+03,1.748414514942852804e+01,2.971777552768711672e+01
5.930000000000000000e+02,2.289280353541312252e+03,1.777002300017321801e+01,2.980560399577080233e+01
5.940000000000000000e+02,2.280462895202765594e+03,1.805780475036212707e+01,2.986115626436547998e+01
5.950000000000000000e+02,2.271613330627543746e+03,1.834734464125377684e+01,2.988430628046451787e+01
5.960000000000000000e+02,2.262731510040853209e+03,1.863857127344283882e+01,2.987492749355516963e+01
5.970000000000000000e+02,2.253817279870223047e+03,1.893133909345215926e+01,2.983281858633258210e+01
5.980000000000000000e+02,2.244877908348333676e+03,1.922550264901753536e+01,2.975800048689752231e+01
5.990000000000000000e+02,2.235920659877310300e+03,1.952106510056578514e+01,2.965027081869735071e+01
6.000000000000000000e+02,2.226945369405207202e+03,1.981780693888640243e+01,2.950964942571917504e+01
6.010000000000000000e+02,2.217966715621434105e+03,2.011565732765533809e+01,2.933615543085257826e+01
6.020000000000000000e+02,2.208969656152808057e+03,2.041447152071827631e+01,2.912988099783839857e+01
6.030000000000000000e+02,2.199983694936448046e+03,2.071417918612405629e+01,2.889069477729277580e+01
6.040000000000000000e+02,2.190993778469026438e+03,2.101463582991868151e+01,2.861868759383190408e+01
6.050000000000000000e+02,2.182007126501415769e+03,2.131569705104327639e+01,2.831387541014586517e+01
6.060000000000000000e+02,2.173038380872686957e+03,2.161729279617845378e+01,2.797634782886858318e+01
6.070000000000000000e+02,2.164079903108435701e+03,2.191935310203605880e+01,2.760604531349976298e+01
6.080000000000000000e+02,2.155146328283302410e+03,2.222165958134823072e+01,2.720313045963368737e+01
6.090000000000000000e+02,2.146244862647460650e+03,2.252414244630472595e+01,2.676776521649957274e+01
6.100000000000000000e+02,2.137360432516708443e+03,2.282665773818862220e+01,2.629996236506717366e+01
6.110000000000000000e+02,2.128522515050725360e+03,2.312898732571107985e+01,2.579980827772162044e+01
6.120000000000000000e+02,2.119716030918933029e+03,2.343113592829537239e+01,2.526738865326027295e+01
6.130000000000000000e+02,2.110948175103315407e+03,2.373295983306076806e+01,2.470286276471448872e+01
6.140000000000000000e+02,2.102240991462451802e+03,2.403431540550672452e+01,2.410646345124845169e+01
6.150000000000000000e+02,2.093571967930946812e+03,2.433505908764778169e+01,2.347842285413705099e+01
6.160000000000000000e+02,2.084970569853342113e+03,2.463512165234958928e+01,2.281912092182435003e+01
6.170000000000000000e+02,2.076429132701544859e+03,2.493443394511637834e+01,2.212871412156387763e+01
6.180000000000000000e+02,2.067954841674736599e+03,2.523292688208061918e+01,2.140758097014166239e+01
6.190000000000000000e+02,2.059547455055666433e+03,2.553030867919501290e+01,2.065595074618301297e+01
6.200000000000000000e+02,2.051214155697198748e+03,2.582665890012747312e+01,1.987412625279316103e+01
6.210000000000000000e+02,2.042969551262943924e+03,2.612183440410937152e+01,1.906233529928249126e+01
6.220000000000000000e+02,2.034805971970775090e+03,2.641554359998769286e+01,1.822095346447637709e+01
6.230000000000000000e+02,2.026723173338020388e+03,2.670786623773168955e+01,1.735028132285988178e+01
6.240000000000000000e+02,2.018735762052106111e+03,2.699858509989414657e+01,1.645054443980730596e+01
6.250000000000000000e+02,2.010843493715439536e+03,2.728763153677821407e+01,1.552204187964680493e+01
6.260000000000000000e+02,2.003053549963332216e+03,2.757478843906029198e+01,1.456514620155994066e+01
6.270000000000000000e+02,1.995358261828777131e+03,2.785998726036938677e+01,1.358008068706646654e+01
6.280000000000000000e+02,1.987779663727934349e+03,2.814308524607374906e+01,1.256721636159460687e+01
6.290000000000000000e+02,1.980302663065223669e+03,2.842401394327542619e+01,1.152707199138683691e+01
6.300000000000000000e+02,1.972941871081966156e+03,2.870270494201333378e+01,1.046001705574207463e+01
6.310000000000000000e+02,1.965697049322573321e+03,2.897886710392584320e+01,9.366420257094484114e+00
6.320000000000000000e+02,1.958567961092360974e+03,2.925258060962337936e+01,8.246798031430017772e+00
6.330000000000000000e+02,1.951569222906123741e+03,2.952362864977214940e+01,7.101443265291536910e+00
6.340000000000000000e+02,1.944693176551693341e+03,2.979186870363965767e+01,5.930870831873773064e+00
6.350000000000000000e+02,1.937947017392791622e+03,3.005730679260313565e+01,4.735565118709607724e+00
6.360000000000000000e+02,1.931337943285571328e+03,3.031972619612184516e+01,3.515987452574386385e+00
6.370000000000000000e+02,1.924865729108341611e+03,3.057913298642424493e+01,2.272642929735165129e+00
6.380000000000000000e+02,1.918530152529074030e+03,3.083531048816116638e+01,1.006035862172161233e+00
6.390000000000000000e+02,1.912338419760368652e+03,3.108826481302630995e+01,-2.833524989752543299e-01
6.400000000000000000e+02,1.906290314426689520e+03,3.133777931934501026e+01,-1.595020894110265708e+00
6.410000000000000000e+02,1.900393048918765317e+03,3.158386014663285479e+01,-2.928462905400131433e+00
6.420000000000000000e+02,1.894638987610149798e+03,3.182629067512538512e+01,-4.283107550389488871e+00
6.430000000000000000e+02,1.889050200686061999e+03,3.206507706028016003e+01,-5.658378685251955531e+00
6.440000000000000000e+02,1.883604207959702762e+03,3.230007694850295508e+01,-7.053687577051695357e+00
6.450000000000000000e+02,1.878323086426355076e+03,3.253107373034937666e+01,-8.468461118636241736e+00
6.460000000000000000e+02,1.873206639680675607e+03,3.275807356245362456e+01,-9.902126974531752168e+00
6.470000000000000000e+02,1.868247249197661404e+03,3.298093408318581510e+01,-1.135403189583691130e+01
6.480000000000000000e+02,1.863452151227873173e+03,3.319951292203995052e+01,-1.282373131598648364e+01
6.490000000000000000e+02,1.858821159932578212e+03,3.341381620900398275e+01,-1.431042499925559852e+01
6.500000000000000000e+02,1.854368944259541195e+03,3.362370154641384801e+01,-1.581361049137572827e+01
6.510000000000000000e+02,1.850080474473940285e+03,3.382917506436296406e+01,-1.733256348155919824e+01
6.520000000000000000e+02,1.845963002383971343e+03,3.403016874948911408e+01,-1.886663530397905220e+01
6.530000000000000000e+02,1.842023783577571749e+03,3.422661459733238587e+01,-2.041525245054501525e+01
6.540000000000000000e+02,1.838262651480694558e+03,3.441844457557422032e+01,-2.197776789187753010e+01
6.550000000000000000e+02,1.834686868574438904e+03,3.460551636458981761e+01,-2.355353532717591136e+01
6.560000000000000000e+02,1.831281423858367361e+03,3.478791037924612795e+01,-2.514176066492669648e+01
6.570000000000000000e+02,1.828061012186055905e+03,3.496548422819757462e+01,-2.674194755319951256e+01
6.580000000000000000e+02,1.825025480473913376e+03,3.513816973568138735e+01,-2.835322906577795621e+01
6.590000000000000000e+02,1.822174678909315844e+03,3.530582442581486902e+01,-2.997503600037326876e+01
6.600000000000000000e+02,1.819508460909097039e+03,3.546845428814643242e+01,-3.160665133266940074e+01
6.610000000000000000e+02,1.817026683079391432e+03,3.562591674946284570e+01,-3.324735871994789704e+01
6.620000000000000000e+02,1.814736630802840637e+03,3.577814343935441599e+01,-3.489651674804206749e+01
6.630000000000000000e+02,1.812630741329087641e+03,3.592514018704045498e+01,-3.655333615287015192e+01
6.640000000000000000e+02,1.810716306244489260e+03,3.606676424945701598e+01,-3.821710257904778985e+01
6.650000000000000000e+02,1.808993194571882213e+03,3.620302133310902803e+01,-3.988717656933070543e+01
6.660000000000000000e+02,1.807453852751201111e+03,3.633384282218894867e+01,-4.156284504113898493e+01
6.670000000000000000e+02,1.806105581501686402e+03,3.645923428796383803e+01,-4.324332127516531443e+01
6.680000000000000000e+02,1.804955684566317586e+03,3.657905271693286409e+01,-4.492789341606972187e+01
6.690000000000000000e+02,1.803989191839069463e+03,3.669322927650751609e+01,-4.661592446026421754e+01
6.700000000000000000e+02,1.803220838750470648e+03,3.680184356821619929e+01,-4.830662947454162293e+01
6.710000000000000000e+02,1.802643086911875344e+03,3.690482659968517254e+01,-4.999929835180328297e+01
6.720000000000000000e+02,1.802255826643770433e+03,3.700203503789794013e+01,-5.169329579764080052e+01
6.730000000000000000e+02,1.802058951388335117e+03,3.709354823123455702e+01,-5.338776429152847669e+01
6.740000000000000000e+02,1.802052357756384254e+03,3.717929692529313002e+01,-5.508214386638274362e+01
6.750000000000000000e+02,1.802243371208732242e+03,3.725921177249501426e+01,-5.677557804399629759e+01
6.760000000000000000e+02,1.802624469246907438e+03,3.733329758547530020e+01,-5.846735935760499103e+01
6.770000000000000000e+02,1.803195558363068585e+03,3.740155907801052848e+01,-6.015685508034628981e+01
6.780000000000000000e+02,1.803949122873863644e+03,3.746385234973519118e+01,-6.184313592836853246e+01
6.790000000000000000e+02,1.804899927512899012e+03,3.752018190839848444e+01,-6.352549583860110971e+01
6.800000000000000000e+02,1.806040463781371500e+03,3.757055215466298392e+01,-6.520322918369598142e+01
6.810000000000000000e+02,1.807363226931364579e+03,3.761481886694650001e+01,-6.687540798665168040e+01
6.820000000000000000e+02,1.808868141706201868e+03,3.765306048005886197e+01,-6.854140169763134338e+01
6.830000000000000000e+02,1.810562562462192091e+03,3.768513254513471367e+01,-7.020035738298690831e+01
6.840000000000000000e+02,1.812446422046019734e+03,3.771111326461387847e+01,-7.185171950150160569e+01
6.850000000000000000e+02,1.814504806301982171e+03,3.773108072102031940e+01,-7.349478434911428337e+01
6.860000000000000000e+02,1.816745082333214896e+03,3.774496436204124450e+01,-7.512847727213804205e+01
6.870000000000000000e+02,1.819167196140988835e+03,3.775291627940736561e+01,-7.675298628648722854e+01
6.880000000000000000e+02,1.821771098391136093e+03,3.775479141282538365e+01,-7.836760862792630178e+01
6.890000000000000000e+02,1.824556744556619833e+03,3.775074159771417470e+01,-7.997089924585486642e+01
6.900000000000000000e+02,1.827516669435239919e+03,3.774084428174529648e+01,-8.156215590939244464e+01
6.910000000000000000e+02,1.830650838541443136e+03,3.772495401018919381e+01,-8.314141918827813527e+01
6.920000000000000000e+02,1.833959222621216895e+03,3.770314796131812329e+01,-8.470798730859861791e+01
6.930000000000000000e+02,1.837441797789023440e+03,3.767542891936651728e+01,-8.626115869585960638e+01
6.940000000000000000e+02,1.841091120035755466e+03,3.764187378504998804e+01,-8.779948939291469401e+01
6.950000000000000000e+02,1.844914602231709068e+03,3.760241080489396381e+01,-8.932302072776604973e+01
6.960000000000000000e+02,1.848889960498589744e+03,3.755696808187261837e+01,-9.083030904375094394e+01
6.970000000000000000e+02,1.853039470574608231e+03,3.750577059860929552e+01,-9.232139592962853669e+01
6.980000000000000000e+02,1.857340860421763409e+03,3.744867190938906276e+01,-9.379483794958036924e+01
6.990000000000000000e+02,1.861808992199453769e+03,3.738574818848458392e+01,-9.525067687313826070e+01
7.000000000000000000e+02,1.866429031728616110e+03,3.731707545979578811e+01,-9.668821196755315839e+01
7.010000000000000000e+02,1.871201004503242075e+03,3.724265533646713067e+01,-9.810674299236701756e+01
7.020000000000000000e+02,1.876117525431156764e+03,3.716248926789522500e+01,-9.950557153595016757e+01
7.030000000000000000e+02,1.881186069217891600e+03,3.707672705857870454e+01,-1.008847422010208703e+02
7.040000000000000000e+02,1.886406691353714450e+03,3.698529558811027584e+01,-1.022420718821546330e+02
7.050000000000000000e+02,1.891757176895816201e+03,3.688834434739981560e+01,-1.035783476830451804e+02
7.060000000000000000e+02,1.897259871112732753e+03,3.678587415621639423e+01,-1.048921289587788834e+02
7.070000000000000000e+02,1.902892571990735860e+03,3.667803418705065610e+01,-1.061834601081331613e+02
7.080000000000000000e+02,1.908655360852032800e+03,3.656467642654806838e+01,-1.074523854284095705e+02
7.090000000000000000e+02,1.914555751084690201e+03,3.644609823701405560e+01,-1.086967214078106139e+02
7.100000000000000000e+02,1.920578985609299252e+03,3.632222553674194643e+01,-1.099172546428700343e+02
7.110000000000000000e+02,1.926725164957486641e+03,3.619313259291445206e+01,-1.111132864434455882e+02
7.120000000000000000e+02,1.933001821587470204e+03,3.605889350832973861e+01,-1.122833753752820485e+02
7.130000000000000000e+02,1.939386791686937840e+03,3.591950796445303951e+01,-1.134275649276530658e+02
7.140000000000000000e+02,1.945887620088630456e+03,3.577512398954431916e+01,-1.145451558060890704e+02
7.150000000000000000e+02,1.952504432049066963e+03,3.562574093311338430e+01,-1.156361910376977988e+02
7.160000000000000000e+02,1.959222507515959705e+03,3.547135797795292689e+01,-1.166999708265853002e+02
7.170000000000000000e+02,1.966041983509911233e+03,3.531204839600060552e+01,-1.177350525343823335e+02
7.180000000000000000e+02,1.972963002746075972e+03,3.514788529178091636e+01,-1.187414783483829268e+02
7.190000000000000000e+02,1.979978287871521388e+03,3.497901585842775773e+01,-1.197185475748001267e+02
7.200000000000000000e+02,1.987087992569083553e+03,3.480543860878837847e+01,-1.206670443071447210e+02
7.210000000000000000e+02,1.994284850153559319e+03,3.462737465660982394e+01,-1.215855245947309271e+02
7.220000000000000000e+02,2.001569024661127060e+03,3.444482217905826360e+01,-1.224740292363149337e+02
7.230000000000000000e+02,2.008940685057914152e+03,3.425800195432236706e+01,-1.233325986363694824e+02
7.240000000000000000e+02,2.016392579443670456e+03,3.406698608055096145e+01,-1.241605302239996291e+02
7.250000000000000000e+02,2.023924886126508000e+03,3.387184648862623249e+01,-1.249571209970032726e+02
7.260000000000000000e+02,2.031530362194707322e+03,3.367265494252258407e+01,-1.257231526285806069e+02
7.270000000000000000e+02,2.039209194586559079e+03,3.346955729600202289e+01,-1.264571786366960708e+02
7.280000000000000000e+02,2.046961574284244080e+03,3.326255072439642646e+01,-1.271599797410970325e+02
7.290000000000000000e+02,2.054765419257712438e+03,3.305185500647755958e+01,-1.278293659079924680e+02
7.300000000000000000e+02,2.062635779284522414e+03,3.283739273141458881e+01,-1.284668593948956925e+02
7.310000000000000000e+02,2.070565430771558113e+03,3.261938334957017105e+01,-1.290717542331350387e+02
7.320000000000000000e+02,2.078539727829524963e+03,3.239782337963482917e+01,-1.296426013355359146e+02
7.330000000000000000e+02,2.086566304601068168e+03,3.217293194710018156e+01,-1.301801787292787651e+02
7.340000000000000000e+02,2.094637946968319284e+03,3.194463099157090724e+01,-1.306830361639368618e+02
7.350000000000000000e+02,2.102740018015611895e+03,3.171321357416572440e+01,-1.311526930321981013e+02
7.360000000000000000e+02,2.110887585998058512e+03,3.147874982875714522e+01,-1.315876978532754720e+02
7.370000000000000000e+02,2.119058593566615400e+03,3.124123547580003901e+01,-1.319880836315107615e+02
7.380000000000000000e+02,2.127260688250170006e+03,3.100088884874861606e+01,-1.323538827151766668e+02
7.390000000000000000e+02,2.135486668570144047e+03,3.075777961431185403e+01,-1.326843842179822275e+02
7.400000000000000000e+02,2.143729335163001451e+03,3.051205154279653442e+01,-1.329788765657873739e+02
7.410000000000000000e+02,2.151981490660987674e+03,3.026384825353773778e+01,-1.332388751685320472e+02
7.420000000000000000e+02,2.160243365206330054e+03,3.001323896041612826e+01,-1.334636670298862668e+02
7.430000000000000000e+02,2.168515190724053355e+03,2.976036698621130583e+01,-1.336525384196272626e+02
7.440000000000000000e+02,2.176782349578481899e+03,2.950537550829057665e+01,-1.338055174212504994e+02
7.450000000000000000e+02,2.185045076988402798e+03,2.924840756063202107e+01,-1.339226313548219309e+02
7.460000000000000000e+02,2.193296184075804376e+03,2.898953177968128259e+01,-1.340046493250780486e+02
7.470000000000000000e+02,2.201535909047988298e+03,2.872889091904075087e+01,-1.340501119572821551e+02
7.480000000000000000e+02,2.209757065887808949e+03,2.846655333924013576e+01,-1.340597867583444724e+02
7.490000000000000000e+02,2.217959895551687168e+03,2.820266152258719217e+01,-1.340336978532143917e+02
7.500000000000000000e+02,2.226137214674994539e+03,2.793735781934729445e+01,-1.339718685340534705e+02
7.510000000000000000e+02,2.234281840535675201e+03,2.767071011797772684e+01,-1.338735785497312634e+02
7.520000000000000000e+02,2.242386589151950830e+03,2.740286013214241834e+01,-1.337388488131855127e+02
